,NSC,CID,SMILES,MECHANISM,NAME,nci60,nciSclc,lantnci,gdsc1,gdsc2,gdscDec15,ccle,ctrp
3437,306393,328256.0,CC1=[C-]ON=C1C.CC1=[C-]ON=C1C.C1=CC2=C(C(=C1)NC(=O)C(Cl)Cl)C(=CC(=C2OC(=O)C(Cl)Cl)N=NC3=CC=C(C=C3)S(=O)(=O)[NH-])N=NC4=CC=C(C=C4)S(=O)(=O)[NH-].[Ag].[Ag],Other,"[4-[[3-[(4-azanidylsulfonylphenyl)diazenyl]-8-[(2,2-dichloroacetyl)amino]-4-(2,2-dichloroacetyl)oxynaphthalen-1-yl]diazenyl]phenyl]sulfonylazanide;3,4-dimethyl-5H-1,2-oxazol-5-ide;silver",,,,,,,,
3438,306455,54607568.0,C1=CC(=CC2=CC3=NN(N=C3C=C21)C4=CC(=C(C=C4)C=CC5=C(C=C(C=C5)N6N=C7C=C8C=CC(=CC8=CC7=N6)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O.[Na+],Other,"2,4'-(ethene-1,2-diyl)bis(3-sulfo-4,1-phenylene))bis(2H-naphtho[2,3-d][1,2,3]triazole-6-sulfonic acid), tetra sodium salt",,,,,,,,
3439,306711,135502222.0,CC1=NN(C(=C1N=[N+](C)C2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC4=C(C5=C(C=C4)C(=CC(=C5N)S(=O)(=O)[O-])S(=O)(=O)[O-])[O-])[O-])[O-])[O-])C6=CC=C(C=C6)S(=O)(=O)[O-].[Na+].[Cu+2].[Cu+2],Other,"Cuprate(3-),5-dihydro-3-methyl-5-(oxo-kappaO)-1-(4-sulfophenyl)-1H-pyrazol-4-yl]azo-kappaN1]-3,3'-di(hydroxy-kappaO)[1,1'-biphenyl]-4-yl]azo-kappaN1]-5-(hydroxy-kappaO)-1,3-naphthalenedisulfonato(7-)]]di-, trihydrogen",,,,,,,,
3440,306736,328364.0,C1=CC2=C(C=C1Cl)SC3=C(N2)C(=O)C(=C(C3=O)Cl)Cl,Other,"2,3,7-trichloro-10H-phenothiazine-1,4-dione",,,,,,,,
3441,306752,328377.0,C1=CC(=CC(=C1)Cl)NC(=O)NN2C=NN=C2,Other,"1-(3-chlorophenyl)-3-(4H-1,2,4-triazol-4-yl)urea",,,,,,,,
3442,306822,328406.0,CC1=CC=C(C=C1)[Se](=C(C(=O)C2=CC=CC=C2)C(=O)C3=CC=CC=C3)C4=CC=C(C=C4)C,Other,CID 328406,,,,,,,,
3443,306864,328441.0,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)OC9C(C(C(C(O9)C)O)O)O)O)O)O)OC2C(C(C(C(O2)C)O)O)O)C)C)C)OC1,Other,Diosgenin tetraglycoside,,,,,,,,
3444,306911,16683462.0,CC[Sn]1(OC2C(C(OC(C2O1)O)CO)O)CC,Other,"2,2-diethyl-6-(hydroxymethyl)-4,6,7,7a-tetrahydro-3aH-[1,3,2]dioxastannolo[4,5-c]pyran-4,7-diol",,,,,,,,
3445,306951,328503.0,CC1CCC2(C(C1(C)CC3=C(C=CC(=C3)O)O)CCC=C2C)C,Other,"2-[(2,3,6,7-Tetramethylbicyclo[4.4.0]dec-7-en-2-yl)methyl]benzene-1,4-diol",,,,,,,,
3446,306960,328505.0,C1=CC=C(C=C1)COC2=CC3=C(C=C2)C(=O)C(=CN3)C(=O)O,Other,4-Hydroxy-7-benzyloxyquinoline-3-carboxylic acid,,,,,,,,
3447,307241,32875.0,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,Other,"(7S,9S)-7-[(4-amino-5-hydroxy-6-methyl-2-oxanyl)oxy]-6,9,11-trihydroxy-9-(2-hydroxy-1-oxoethyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",,,,,,,,
3448,307500,72802.0,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3NN=C2C(=O)N,Other,"1H-1,2,4-Benzotriazepine-3-carboxamide, 4,5-dihydro-5-oxo-4-phenyl-",,,,,,,,
3449,307981,54683839.0,CC(=CCC1=C2C(=C(C3=C1OC(C=C3)(C)C)OC)C(=C(C(=O)O2)C4=CC=C(C=C4)O)O)C,Other,Lonchocarpic acid,,,,,,,,
3450,307990,328650.0,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)OC(=O)C)OC(=O)C,Other,"[3-acetyloxy-2-methyl-6-[[(1S,3S)-3,5,12-trihydroxy-3-(2-hydroxyacetyl)-10-methoxy-6,11-dioxo-2,4-dihydro-1H-tetracen-1-yl]oxy]oxan-4-yl] acetate",,,,,,,,
3451,308606,5281318.0,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2CC(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C,Other,Cucurbitacin D,,,,,,,,
3452,308787,328716.0,CCOC1=CC=CC=C1C=C2C3=CC=CC=C3C(=O)C4=CC=CC=C42,Other,10-(2-Ethoxybenzylidene)-9-anthrone,,,,,,,,
3453,308819,6310903.0,C1=CC=C(C=C1)C=CC=CC(=O)C2=CC=CO2,Other,"1-(2-Furyl)-5-phenylpenta-2,4-diene-1-one",,,,,,,,
3454,308846,328772.0,COC1=CC2=C3C(=C1)C=CC=C3C(=O)N(C2=O)CCN4CCCC4,Other,"5-Methoxy-2-(2-(1-pyrrolidinyl)ethyl)-1H-benzo(de)isoquinoline-1,3(2H)-dione",,,,,,,,
3455,308847,50515.0,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N,DNA,Amonafide,758251|308847,758251,308847,,,,,
3456,308849,328774.0,C1CCN(C1)CCN2C(=O)C3=CC=CC4=CC(=CC(=C43)C2=O)N,Other,"5-Amino-2-(2-(1-pyrrolidinyl)ethyl)-1H-benzo(de)isoquinoline-1,3(2H)-dione",,,,,,,,
3457,308879,328778.0,CC1(CCCC(O1)(C)C2CCC3(C2C(CC4C3(CCC5C4(CCC(C5(C)C)O)C)C)O)C)C,Other,"4,4,8,10,14-pentamethyl-17-(2,6,6-trimethyloxan-2-yl)-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,12-diol",,,,,,,,
3458,308881,328780.0,C1=CN(C2=C1C3=NC=NN3C=N2)C4C(C(C(O4)CO)O)O,Other,"7H-Pyrrolo[3,2-e][1,2,4]triazolo[1,5-c]pyrimidine, 7-beta-D-ribofuranosyl-",,,,,,,,
3459,309401,24198955.0,C1=CC(=CC=C1CN2C=CC3=C2C=CC4=C3C(=NC(=N4)N)N)N.Cl,Other,"7H-Pyrrolo[3,3-diamine, 7-[(4-aminophenyl)methyl]-, dihydrochloride",,,,,,,,
3460,309455,21144784.0,CCOC1=CC=C(C=C1)N(CCCl)CCCl.Cl,Other,"Benzenamine,N-bis(2-chloroethyl)-4-ethoxy-, hydrochloride",,,,,,,,
3461,309697,84072.0,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NCC4=CC=CC=C4)OC)OC)OC,Other,"Acetamide, N-(5,6,7,9-tetrahydro-1,2,3-trimethoxy-9-oxo-10-((phenylmethyl)amino)benzo(a)heptalen-7-yl)-, (S)-",,,,,,,,
3462,309883,328919.0,C1=CC=C2C(=C1)N3C=CC=C3C(N2S(=O)(=O)C4=CC=CC(=C4)C(F)(F)F)C5=CN=CC=C5,Other,"4-(3-Pyridinyl)-5-((3-(trifluoromethyl)phenyl)sulfonyl)-4,5-dihydropyrrolo[1,2-a]quinoxaline",,,,,,,,
3463,309895,328931.0,CC1=C(C=CC(=C1)Cl)NC2=C(C(=C(S2)C(=O)C3=CC4=C(O3)C=CC(=C4)Cl)N)C#N,Other,4-Amino-5-((5-chloro-1-benzofuran-2-yl)carbonyl)-2-(4-chloro-2-methylanilino)-3-thiophenecarbonitrile,,,,,,,,
3464,309909,100017.0,CC1=C2C(CC1C3=COC=C3)OC4C2(C(C5(C6C4OC(=O)C6(C=CC5=O)C)C)CC(=O)OC)C,Other,Nimbolide,,,,,,,,
3465,310326,329165.0,C=C1C2(CCCCC2)N(C(=NC3=CC=CC=C3Cl)S1)C(=O)C4=C(C5=CC=CC=C5S4)Cl,Other,(3-Chloranyl-1-benzothiophen-2-yl)-[2-(2-chlorophenyl)imino-4-methylidene-3-thia-1-azaspiro[4.5]decan-1-yl]methanone,,,,,,,,
3466,310340,9555370.0,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)ON=C(C)C3=CC(=C(C=C3)OC)CN4CCOCC4,Other,"[(E)-1-[4-methoxy-3-(morpholin-4-ylmethyl)phenyl]ethylideneamino] 3-(2-chlorophenyl)-5-methyl-1,2-oxazole-4-carboxylate",,,,,,,,
3467,310342,16667440.0,C1=CC(=CC=C1C2=NOC(=N2)CSC(=N)N)Cl.Cl,Other,"Carbamimidothioic acid,2,4-oxadiazol-5-yl]methyl ester, monohydrochloride",,,,,,,,
3468,310365,329202.0,C1=CC=C(C(=C1)N)SCC2=CSC(=N2)C3=CC=C(C=C3)Cl,Other,"2-(((2-(4-Chlorophenyl)-1,3-thiazol-4-yl)methyl)thio)aniline",,,,,,,,
3469,310618,5351306.0,CC1=CC(=O)C(=C(C2=C1CC(CC2)C(=C)C)O)O,Other,Manicol,,,,,,,,
3470,311046,54602158.0,CCC(=CC(=O)OC1CC(=CCCC(=CC2C1C(=C)C(=O)O2)C(=O)O)C)C,Other,Euserotin,,,,,,,,
3471,311053,329302.0,CC12CC3C(CC1C(=C)C(=O)C=C2)C(=C)C(=O)O3,Other,Dehydrofarinosin,,,,,,,,
3472,311068,329304.0,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])SC2=NC=NC=C2,Other,"Pyrimidine, 4-[(2,4-dinitrophenyl)thio]-",,,,,,,,
3473,311152,3086131.0,CCN(CC)CC[N+]1=CC2=C(C3=C(C(=C2C=C1)C)NC4=C3C=C(C=C4)O)C.CC(=O)[O-],Other,"2-(2-(Diethylamino)ethyl)-9-hydroxy-5,11-dimethyl-6H-pyrido(4,3-b)carbazolium acetate",,,,,,,,
3474,311153,3086132.0,CC1=C2C=C[N+](=CC2=C(C3=C1NC4=C3C=C(C=C4)O)C)CCN5CCCCC5.CC(=O)[O-],Other,"9-Hydroxy-5,11-dimethyl-2-(2-(piperidyl)ethyl)-6H-pyrido(4,3-b)carbazolium acetate",,,,,,,,
3475,311165,329319.0,CC1(CC2(C(O2)C3(C1)N=NC(=NC4=CC=CC=C4)O3)C)C,Other,"Benzenamine, N-(4,4,6-trimethylspiro[7-oxabicyclo[4.1.0]heptane-2,2'(5'H)-[1,3,4]oxadiazol]-5-ylidene)-",,,,,,,,
3476,311432,54697754.0,CC1=CC(=C(C(=O)N1)C(C2=CC=NC=C2)C3=C(C=C(NC3=O)C)O)O,Other,"3,3'-(pyridin-4-ylmethanediyl)bis(4-hydroxy-6-methylpyridin-2(1H)-one)",,,,,,,,
3477,311725,100519.0,C1=CN=CN=C1SC2=C(C=C(C=N2)[N+](=O)[O-])[N+](=O)[O-],Other,"4-[(3,5-Dinitropyridin-2-yl)sulfanyl]pyrimidine",,,,,,,,
3478,311727,100520.0,C1=CN=CN=C1SC2=NC=C(S2)[N+](=O)[O-],Other,"5-Nitro-2-pyrimidin-4-ylsulfanyl-1,3-thiazole",,,,,,,,
3479,311978,329419.0,CC(CN=C(CC(=O)C1=CC=C(C=C1)Br)C2=CC=CC=C2)N=C(CC(=O)C3=CC=C(C=C3)Br)C4=CC=CC=C4,Other,1-(4-Bromophenyl)-3-[2-[[3-(4-bromophenyl)-3-oxo-1-phenylpropylidene]amino]propylimino]-3-phenylpropan-1-one,,,,,,,,
3480,312033,329431.0,CC(C)C1=C2C3C(C=C(C4C(C3(CCC2(CC1)C)C)OC5C4(C(=O)C(CO5)OC(=O)C)O)C=O)O,Other,Straital B,,,,,,,,
3481,312439,329459.0,C(C([N+](=O)[O-])([N+](=O)[O-])F)OC(=S)OCC([N+](=O)[O-])([N+](=O)[O-])F,Other,"O,O-Bis(2-fluoro-2,2-bis(hydroxy(oxido)amino)ethyl) thiocarbonate",,,,,,,,
3482,312621,329486.0,CCC(C)C(C(=O)OC1C(C(C(=C)C2(C1(C(CC2=O)C3=COC=C3)C)O)C4(C(CC(=O)OC(C4CC(=O)OC)(C)COC(=O)C)OC(=O)C)C)OC=O)O,Other,Prieurianin,,,,,,,,
3483,312825,329532.0,CC(C)(C1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3)OCC4=CC=CC=C4,Other,Diphenyl-[2-(2-phenylmethoxypropan-2-yl)phenyl]phosphane,,,,,,,,
3484,312887,3368.0,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)(O)O)O)O)F)N,DNA,Fludara,124463|312887|118218,312887,124463|312887|118218,,Fludarabine,Fludarabine,,
3485,312887,657237.0,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)(O)O)O)O)F)N,DNA,Fludarabine,124463|312887|118218,312887,124463|312887|118218,,Fludarabine,Fludarabine,,
3486,313157,329576.0,CC1=CC(=C2C=CC(=CC2=N1)N(C)C)NCCCCCCNC3=C4C=CC(=CC4=NC(=C3)C)N(C)C,Other,"1,6-Hexanediamine, N1,N6-bis(7-dimethylamino-2-methyl-4-quinolinyl)-",,,,,,,,
3487,313158,329577.0,CC1=CC(=C2C=CC(=CC2=N1)N(C)C)NCCCCCCCCNC3=C4C=CC(=CC4=NC(=C3)C)N(C)C,Other,"1,8-Octanediamine, N1,N8-bis(7-dimethylamino-2-methyl-4-quinolinyl)-",,,,,,,,
3488,313159,329578.0,CN(C)C1=CC2=NC=CC(=C2C=C1)NCCCCCCNC3=C4C=CC(=CC4=NC=C3)N(C)C,Other,"4, N4,N4'-1,6-hexanediylbis[N7,N7-dimethyl-",,,,,,,,
3489,313430,329639.0,CC(C)(C)N(CC(=C)C(=O)C1=CC=CC=C1)CC(=C)C(=O)C2=CC=CC=C2,Other,"2,2'-[(tert-Butylazanediyl)bis(methylene)]bis(1-phenylprop-2-en-1-one)",,,,,,,,
3490,313432,71745.0,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C3(OCCO3)C4=CC=C(C=C4)F,Other,Etibendazole,,,,,,,,
3491,313680,35802.0,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=C(C=C3)F,Other,Flubendazole,313680,,,,,,,
3492,313681,68634.0,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCOC4=CC=CC=C4,Other,Oxiperomide,,,,,,,,
3493,313935,9555375.0,C1=CC=C2C(=C1)C(=CC=N2)NN=CC3=CC=C(C=C3)N(CCCl)CCCl,Other,N-[(E)-[4-[bis(2-chloroethyl)amino]phenyl]methylideneamino]quinolin-4-amine,,,,,,,,
3494,313981,6333884.0,CC[PH+](CC)CC.Cl[Au],Other,"Gold, chloro(triethylphosphine)-",,,,,,,,
3495,313985,6333886.0,C[PH+](C)C.C[PH+](C)C.[Au],Other,Gold;trimethylphosphanium,,,,,,,,
3496,313990,6400213.0,CC[PH+](CC)CC.CC[PH+](CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au].[Au],Other,"Gold(1+),3,4,6-tetraacetato-S:S)]bis(triethylphosphine)di-, chloride",,,,,,,,
3497,314018,54604600.0,CC1C2CC(C(C=CC=C(CC3=CC(=C(C(=C3)O)Cl)N(C(=O)CC(C4(C1O4)C)OC(=O)C(C)C)C)C)OC)(NC(=O)O2)O,Other,Ansamitocin deriv,,,,,,,,
3498,314035,5352042.0,CC1=CCCC(=C)C2CC(C2CC1=O)(C)C,Other,"(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-en-3-one",,,,,,,,
3499,314055,92390.0,C1=CN(C(=N1)[N+](=O)[O-])CC(=O)N(CCO)CCO,Other,"1H-Imidazole-1-acetamide, N,N-bis(2-hydroxyethyl)-2-nitro-",,,,,,,,
3500,314622,329826.0,CN1C2=C(C3=CC(=C(C=C3C1=O)OC)OC)C(=O)C4=CC5=C(C=C42)OCO5,DNA,"2,3-Dimethoxy-6-methyl-5H-(1,3)dioxolo(4',5':5,6)indeno(1,2-c)isoquinoline-5,12(6H)-dione",,,,,,,,
3501,315260,26819.0,CN(C=O)C1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,Other,N-Formyldemecolcine,,,,,,,,
3502,315626,432833.0,CCCC(=O)O.CCCC(=O)O.CCCC(=O)O.CCCC(=O)O.[Rh].[Rh],Other,"Butyric acid, rhodium salt (4:2)",,,,,,,,
3503,315844,330094.0,COC1=NC(=O)N(C=C1F)C2C=CC(=O)O2,Other,"2(1H)-Pyrimidinone, 1-(2,5-dihydro-5-oxo-2-furanyl)-5-fluoro-4-methoxy-",,,,,,,,
3504,316158,432861.0,C1=CC=C2C(=C1)C(=O)C3=C(C=C(C(=C3C2=O)O)NCCCNCCO)O,Other,"1,4-Dihydroxy-2-[3-(2-hydroxyethylamino)propylamino]anthracene-9,10-dione",,,,,,,,
3505,316458,330164.0,C1=C(C(C(C1N2C=NC3=C(N=CN=C32)N)O)O)CO,Other,"5-(6-Aminopurin-9-yl)-3-(hydroxymethyl)cyclopent-3-ene-1,2-diol",,,,,,,,
3506,317003,13504751.0,CC1=C2C(=C(C=C1)NCCN(C)C)C(=O)C3=C(S2)C=CC(=C3)O.I,Other,"9H-Thioxanthen-9-one,monohydriodide",,,,,,,,
3507,317605,330267.0,CCN(CC)CC1=CC2=C(C=C1OC)C3=CN=C4C=C(C=CC4=C3N2)Cl,Other,"11H-Indolo[3,2-c]quinolin-9-amine, 3-chloro-N,N-diethyl-8-methoxy-",,,,,,,,
3508,317615,330275.0,CCOC(=O)C1=CC=CC=C1SC(C[N+](=O)[O-])C2=CC=CC=C2,Other,Ethyl 2-(2-nitro-1-phenylethyl)sulfanylbenzoate,,,,,,,,
3509,317908,5371176.0,CCCNC(=S)NN=C(C)C1=CC=CC=N1,Other,(2E)-N-Propyl-2-[1-(pyridin-2-yl)ethylidene]hydrazine-1-carbothioamide,,,,,,,,
3510,317909,12563275.0,CC(=NNC(=S)NCC#C)C1=CC=CC=N1,Other,(2E)-N-(Prop-2-yn-1-yl)-2-[1-(pyridin-2-yl)ethylidene]hydrazine-1-carbothioamide,,,,,,,,
3511,317917,54607588.0,CN(C)CC(CN(C)C)C(=O)C1=CC=C(C=C1)OC.Cl,Other,3-(Dimethylamino)-2-[(dimethylamino)methyl]-1-(4-methoxyphenyl)propan-1-one;hydrochloride,,,,,,,,
3512,317921,13504750.0,CCN(CC)CCNC1=C2C(=C(C=C1)C)SC3=C(C2=O)C=C(C=C3)O.I,Other,1-{[2-(Diethylamino)ethyl]amino}-7-hydroxy-4-methyl-9H-thioxanthen-9-one--hydrogen iodide (1/1),,,,,,,,
3513,318460,330355.0,C1SC(=C(C#N)[N+](=O)[O-])S1,Other,"(1,3-Dithietan-2-ylidene)(nitro)acetonitrile",,,,,,,,
3514,318506,330358.0,CC1(CC2C=C(C34CC3(C2C1)C(=O)OC4O)C=O)C,Other,Marasmic acid,,,,,,,,
3515,318509,330359.0,C1=C(C=NC(=O)N1C2C(C(C(O2)CO)O)O)F,Other,5-Fluoropyrimidin-2-one beta-ribofuranoside,,,,,,,,
3516,318538,330385.0,CSC1(SC2(S1)NCCN2)SC3=NCCN3,Other,"2-(4,5-dihydro-1H-imidazol-2-ylthio)-2-(methylthio)-1,3-dithia-5,8-diazaspiro[3.4]octane",,,,,,,,
3517,318800,330408.0,CC(=O)OCC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)OC(=O)C)OC(=O)C,Other,"5-Fluorouridine,2',3',5'-tri-O-acetyl",,,,,,,,
3518,318805,5484394.0,CC(=NNC(=S)N1CCCC1)C2=CC=CC=N2,Other,N-[(E)-1-pyridin-2-ylethylideneamino]pyrrolidine-1-carbothioamide,,,,,,,,
3519,318807,5494319.0,CC(=NNC(=S)N1CCCCCC1)C2=CC=CC=N2,Other,Thiosemicarbazone H,,,,,,,,
3520,319023,330430.0,CC1=C(C(=CC=C1)C)NC(=O)NC2=NC3=C(C=CC(=C3)OC)C(=C2)Cl,Other,"1-(4-Chloro-7-methoxyquinolin-2-yl)-3-(2,6-dimethylphenyl)urea",,,,,,,,
3521,319073,330469.0,CC1=C2C=CN=C(C2=C(C3=C1N(C4=CC=CC=C43)CC5=CC=CC=C5)C)C#N,Other,"6-Benzyl-5,11-dimethyl-6H-pyrido(4,3-b)carbazole-1-carbonitrile",,,,,,,,
3522,319078,330472.0,CCOC1=C(C(=C2C(=C1)C(=NC=N2)NCCCN(CCO)CCO)OCC)OCC,Other,"2-[2-Hydroxyethyl-[3-[(6,7,8-triethoxyquinazolin-4-yl)amino]propyl]amino]ethanol",,,,,,,,
3523,319079,330473.0,CCOC1=C(C(=C2C(=C1)C(=NC=N2)Cl)OCC)OCC,Other,"4-Chloro-6,7,8-triethoxyquinazoline",,,,,,,,
3524,319095,54612218.0,C1CC2(CN(C1)CC3=CC=CC=C3)NC(CS2)C(=O)O.Cl,Other,"9-Benzyl-1-thia-4,9-diazaspiro[4.5]decane-3-carboxylic acid;hydrochloride",,,,,,,,
3525,319434,330499.0,COC1=CC=C(C=C1)CSC2=C(C(=O)NC3(S2)CCCCC3)C#N,Other,10-[(4-Methoxyphenyl)methylsulfanyl]-8-oxo-11-thia-7-azaspiro[5.5]undec-9-ene-9-carbonitrile,,,,,,,,
3526,319440,330505.0,CC1=CC2=C(C=C1)N3C=CC=C3C(N2)C4=CC=C(C=C4)C(=O)O,Other,"4-(7-Methyl-4,5-dihydropyrrolo[1,2-a]quinoxalin-4-yl)benzoic acid",,,,,,,,
3527,319447,330512.0,COC1=CC2=C(C=C1CSC3=CC=CC=C3N)C(=O)C4=CC=CC=C4O2,Other,2-[(2-Aminophenyl)sulfanylmethyl]-3-methoxy-xanthen-9-one,,,,,,,,
3528,319467,330531.0,CC1=CC(=O)OC2=CC(=C(C=C12)Cl)OC(=O)N(C)C,Other,"6-Chloro-4-methyl-2-oxo-2H-chromen-7-yl N,N-dimethylcarbamate",,,,,,,,
3529,319662,330583.0,CC1=C(C(=NN1)C2=NOC=C2)N=O,Other,3-(5-Methyl-4-nitroso-1H-pyrazol-3-yl)isoxazole,,,,,,,,
3530,319725,5843399.0,CC(=NNC(=S)N(C)C)C1=CC=CC=N1,Other,"1,1-dimethyl-3-[(E)-1-pyridin-2-ylethylideneamino]thiourea",,,,,,,,
3531,319726,5351307.0,CC(=NNC(=S)N1CCC1)C2=CC=CC=N2,Other,N'-(1-(Pyridin-2-yl)ethylidene)azetidine-1-carbothiohydrazide,319726,,,NSC319726,,,,
3532,319726,5351307.0,CC(=NNC(=S)N1CCC1)C2=CC=CC=N2,Other,NSC319726,319726,,,NSC319726,,,,
3533,319730,432952.0,CCCCCCCSCC1C2CCC3C45COC(C3(C2O)C1=O)(C(C4C(CCC5O)(C)C)O)O,Other,"6-(Heptylsulfanylmethyl)-9,10,15,18-tetrahydroxy-12,12-dimethyl-17-oxapentacyclo[7.6.2.15,8.01,11.02,8]octadecan-7-one",,,,,,,,
3534,319947,343098.0,CCC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)N=[N+]=[N-],Other,"5-(3-Azido-4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine",,,,,,,,
3535,319995,3246633.0,COC1=CC2=C(C=C1)C(=CC(=N2)NC(=S)NC3=CC=CC=C3)Cl,Other,1-(4-Chloro-7-methoxy-2-quinolyl)-3-phenyl-2-thiourea,,,,,,,,
3536,320209,330812.0,CC1(CC(=O)C(C(=O)C1)C(C2C(=O)CC(CC2=O)(C)C)C3=C(C(=CC=C3)O)O)C,Other,"2-[(2,3-Dihydroxyphenyl)-(4,4-dimethyl-2,6-dioxo-cyclohexyl)methyl]-5,5-dimethyl-cyclohexane-1,3-dione",,,,,,,,
3537,320218,330820.0,CCN1C2=C(C=C(C=C2)NC(=O)NC3=C(C=C(C=C3)[N+](=O)[O-])C)C4=CC=CC=C41,Other,1-(9-Ethylcarbazol-3-yl)-3-(2-methyl-4-nitrophenyl)urea,,,,,,,,
3538,320301,330851.0,COC1=C(C(=C2C(=C1)CCC(C3=CC(=O)C(=CC=C32)SC)NC(=O)C(F)(F)F)OC)OC,TUBB,Colchicine deriv,,,,,,,,
3539,320308,330854.0,C1CCC(CC1)(N)P(=O)(O)O,Other,(1-Aminocyclohexyl)phosphonic acid,,,,,,,,
3540,320613,330922.0,CC1=C2C=CN=C(C2=C(C3=C1N(C4=CC=CC=C43)CC5=CC=CC=C5)C)C(=O)N,Other,"6-Benzyl-5,11-dimethyl-6H-pyrido(4,3-b)carbazole-1-carboxamide",,,,,,,,
3541,320846,71750.0,C1C2=C(C=CC(=C2)N)N=C3N1C(=O)C4=CC=CC=C43,DNA,Daniquidone,320846,,320846,,,,,
3542,320877,24199293.0,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCCl)C)OC)OC(=O)N)C)C)O)OC,Other,"Geldanamycin, 17-[(2-chloroethyl)amino]-17-demethoxy-",,,,,,,,
3543,320884,54611030.0,CN=C(N)NN=C(C1=CC=CC=C1)C2=CC=C(C=C2)Br,Other,"Hydrazinecarboximidamide, 2-[(4-bromophenyl)phenylmethylene]-N-methyl-",,,,,,,,
3544,320931,77356.0,CCCCCCCCCCNCCSS(=O)(=O)O,Other,n-Decylaminoethanethiosulfuric acid,,,,,,,,
3545,320951,330973.0,CC1CC2C(C(C3(C1C=CC3=O)C)OC(=O)CC(=O)OC4C5C(CC(C6C4(C(=O)C=C6)C)C)OC(=O)C5=C)C(=C)C(=O)O2,Other,Bishelenalinyl malonate,,,,,,,,
3546,321477,331148.0,CC1CC2C(C(CC3(C(=O)C=C1O3)C)OC(=O)C(=C)C)C(=C)C(=O)O2,Other,Zexbrevin,,,,,,,,
3547,321491,331156.0,C1C2=C(C(=CC(=C2)Cl)CSC3=NC4=CC=CC=C4N5C3=CC=C5)OCO1,Other,"4-[(6-chloro-4H-1,3-benzodioxin-8-yl)methylsulfanyl]pyrrolo[1,2-a]quinoxaline",,,,,,,,
3548,321521,6333901.0,CC[PH+](CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],Other,Auranofin,321521,,,,,,,
3549,321522,6333902.0,CC[PH+](CC)CC.CC[PH+](CC)CC.[Au],Other,Gold;triethylphosphanium,,,,,,,,
3550,321785,331212.0,CC1=NOC(=C1C#N)NC(=O)NC2=CC=CC=C2F,Other,N-(4-cyano-3-methyl-5-isoxazolyl)-N'-(2-fluorophenyl)urea,,,,,,,,
3551,322068,24199322.0,CCN(CC)CCC(=O)C1=CC=CC=C1.Br,Other,BD5X2X5KU8,,,,,,,,
3552,322072,54610962.0,CCCCCC(C[N+]1(CCOCC1)C)C(=O)C=CC2=CC=CC=C2.[Br-],Other,(E)-4-[(4-methylmorpholin-4-ium-4-yl)methyl]-1-phenylnon-1-en-3-one;bromide,,,,,,,,
3553,322354,331313.0,C1C(C(C(C2=C1C(=C3C(=O)C=CC(=O)C3=C2O)O)O)O)O,Other,CID 331313,,,,,,,,
